date,replies,retweets,favorites
3/21/2016 14:01,235,1514,3764
3/19/2016 19:45,844,3622,10174
3/19/2016 17:13,282,940,3980
3/18/2016 21:05,345,812,2664
3/18/2016 19:40,179,500,1852
3/18/2016 17:03,1183,32757,25211
3/18/2016 15:52,192,1163,2616
3/17/2016 22:05,407,2319,8830
3/17/2016 21:24,225,475,1714
3/17/2016 19:19,602,4212,13073
3/17/2016 17:24,334,2714,6446
3/17/2016 16:33,210,1168,2665
3/16/2016 20:58,508,2872,8030
3/16/2016 15:04,252,672,2243
3/16/2016 13:41,162,691,1818
3/15/2016 19:55,357,990,2465
3/15/2016 18:31,206,828,2088
3/15/2016 16:42,212,1081,2003
3/15/2016 15:30,201,725,2312
3/14/2016 21:54,533,2922,11183
3/14/2016 20:23,271,1250,3385
3/14/2016 16:52,561,4631,10019
3/14/2016 15:37,215,721,2088
3/11/2016 21:59,568,4980,9278
3/11/2016 21:03,226,544,1545
3/11/2016 18:09,411,1449,4974
3/11/2016 16:03,275,885,2181
3/10/2016 23:06,379,1069,3202
3/10/2016 21:29,177,765,2350
3/10/2016 20:04,284,1218,2439
3/10/2016 18:46,173,905,2416
3/10/2016 16:31,145,927,1945
3/9/2016 21:35,261,969,2529
3/9/2016 19:49,135,1088,1806
3/9/2016 18:13,433,1424,4407
3/9/2016 16:42,169,582,1782
3/8/2016 23:01,428,3521,8816
3/8/2016 21:50,236,1242,3119
3/8/2016 20:20,173,319,1042
3/8/2016 18:23,404,7745,13404
3/8/2016 16:35,152,873,2221
3/7/2016 23:09,522,6370,19243
3/7/2016 20:49,355,3464,4983
3/7/2016 18:47,209,836,2185
3/7/2016 16:24,325,1306,3920
3/6/2016 21:16,256,2420,6115
3/4/2016 23:15,377,1317,3254
3/4/2016 22:05,239,804,2076
3/4/2016 20:50,374,3624,7720
3/4/2016 19:02,277,940,2880
3/4/2016 17:18,308,1275,3543
3/4/2016 15:40,306,2123,5826
3/3/2016 22:45,356,1421,4282
3/3/2016 20:49,312,1096,2686
3/3/2016 19:53,93,333,1100
3/3/2016 18:18,175,999,2163
3/3/2016 17:20,114,340,1117
3/3/2016 16:19,181,977,2140
3/2/2016 22:38,258,2829,4243
3/2/2016 21:07,452,3433,6860
3/2/2016 18:49,215,1128,2304
3/2/2016 16:32,416,7074,12370
3/1/2016 23:25,201,888,2239
3/1/2016 22:22,256,1330,2804
3/1/2016 20:50,367,2807,5260
3/1/2016 18:37,172,621,2041
3/1/2016 17:02,156,891,3120
2/29/2016 23:05,612,4467,8795
2/29/2016 20:53,228,1441,2797
2/29/2016 19:05,174,666,1779
2/29/2016 16:17,130,444,1572
2/29/2016 15:59,430,8297,9497
2/29/2016 4:31,72,805,2354
2/26/2016 23:08,485,1390,3957
2/26/2016 22:00,227,604,1793
2/26/2016 20:55,298,1350,3521
2/26/2016 19:25,453,2530,6052
2/26/2016 18:46,142,412,1200
2/26/2016 18:39,134,498,1215
2/26/2016 17:56,94,392,1117
2/26/2016 16:47,212,1037,2293
2/26/2016 1:02,408,3188,6197
2/25/2016 21:55,340,1387,3019
2/25/2016 19:20,1057,15937,16529
2/25/2016 16:42,166,1012,2706
2/24/2016 22:56,178,1964,3205
2/24/2016 19:14,600,4015,5914
2/24/2016 17:50,176,832,1817
2/24/2016 14:46,175,721,1852
2/23/2016 22:59,646,4317,6007
2/23/2016 18:33,703,9278,11243
2/23/2016 17:19,196,617,2064
2/23/2016 15:31,164,414,1326
2/22/2016 22:58,278,875,2487
2/22/2016 19:57,217,896,2047
2/22/2016 18:32,488,4116,8133
2/22/2016 17:10,186,671,1925
2/21/2016 18:50,722,2102,4363
2/21/2016 0:34,118,521,2346
2/20/2016 20:38,143,1739,3433
2/19/2016 20:01,284,491,1759
2/19/2016 17:13,364,1429,2680
2/18/2016 20:17,547,2125,5610
2/18/2016 18:30,277,2086,2818
2/18/2016 17:13,116,499,1832
2/17/2016 22:23,214,471,1609
2/17/2016 20:01,402,1215,3501
2/17/2016 17:51,279,812,1988
2/16/2016 2:29,630,14092,16149
2/14/2016 21:59,427,1358,4198
2/14/2016 19:49,475,4982,11671
2/13/2016 21:27,452,1409,4206
2/13/2016 15:32,614,10216,11637
2/12/2016 22:56,281,1153,3636
2/12/2016 21:02,218,977,3417
2/12/2016 19:20,367,2240,6627
2/12/2016 17:17,204,811,2765
2/12/2016 15:35,143,1139,2811
2/12/2016 0:50,448,3675,11727
2/11/2016 21:42,349,2654,8311
2/11/2016 20:06,181,806,2686
2/11/2016 18:25,286,3339,6190
2/11/2016 17:09,355,1293,3550
2/10/2016 20:57,246,384,1501
2/10/2016 19:31,94,319,1128
2/10/2016 17:42,168,397,1475
2/9/2016 22:32,542,3033,8726
2/9/2016 21:11,118,418,1074
2/9/2016 19:13,225,1027,2734
2/9/2016 16:38,165,677,2116
2/8/2016 22:00,142,536,1597
2/8/2016 20:12,239,565,1502
2/8/2016 18:30,327,1810,3652
2/8/2016 16:31,179,547,1762
2/6/2016 17:04,581,1107,3420
2/6/2016 16:04,142,488,1932
2/5/2016 22:49,283,820,2288
2/5/2016 21:27,165,690,1788
2/5/2016 19:17,258,948,2265
2/5/2016 17:32,129,324,1195
2/5/2016 16:35,295,1594,4171
2/4/2016 23:27,331,1056,2343
2/4/2016 23:05,60,647,1197
2/4/2016 21:35,203,541,1705
2/4/2016 18:59,395,1408,3805
2/4/2016 17:03,137,511,1695
2/3/2016 21:39,269,851,2317
2/3/2016 19:38,328,1556,5303
2/3/2016 18:04,248,471,1579
2/2/2016 22:52,801,4104,8335
2/2/2016 20:58,90,453,1215
2/2/2016 18:51,158,380,1835
2/2/2016 16:49,172,394,1583
1/31/2016 22:41,384,945,4051
1/31/2016 18:55,223,760,2264
1/31/2016 17:40,153,666,1988
1/31/2016 17:24,27,197,603
1/30/2016 23:07,212,507,1632
1/30/2016 23:00,125,449,1234
1/30/2016 16:35,235,500,1970
1/30/2016 15:12,137,485,1488
1/29/2016 22:23,182,476,1503
1/29/2016 20:30,309,1611,3848
1/29/2016 19:12,285,1145,3041
1/29/2016 17:54,256,2637,6991
1/29/2016 17:17,111,676,1720
1/29/2016 16:45,132,1194,1718
1/29/2016 16:11,70,348,1206
1/29/2016 0:07,251,568,1950
1/28/2016 22:00,130,427,1129
1/28/2016 19:17,104,658,1315
1/28/2016 18:22,151,387,1085
1/28/2016 16:53,451,1585,5980
1/27/2016 22:46,266,1481,3177
1/27/2016 20:53,195,464,2069
1/27/2016 18:10,264,935,2047
1/27/2016 15:56,297,1264,3256
1/26/2016 23:27,191,439,1454
1/26/2016 21:54,251,1550,3821
1/26/2016 20:06,357,1307,4862
1/26/2016 18:39,292,464,1501
1/25/2016 23:00,365,756,3448
1/25/2016 20:52,182,639,1573
1/25/2016 18:46,196,601,2136
1/25/2016 16:20,238,1336,2314
1/23/2016 20:54,561,763,2969
1/23/2016 19:15,269,647,2540
1/22/2016 21:56,357,837,2630
1/22/2016 20:22,327,1801,7522
1/22/2016 18:33,572,4509,9527
1/22/2016 17:16,457,4107,9062
1/21/2016 22:03,179,336,1218
1/21/2016 21:04,248,1434,6217
1/21/2016 19:01,274,550,2521
1/21/2016 17:57,203,1012,2676
1/21/2016 16:25,190,654,2244
1/20/2016 23:13,316,1112,2012
1/20/2016 20:50,155,401,1261
1/20/2016 19:26,92,322,1205
1/20/2016 19:03,139,640,1559
1/20/2016 17:45,134,291,1251
1/20/2016 16:04,93,310,1176
1/19/2016 20:19,302,580,1511
1/19/2016 18:35,504,641,1849
1/19/2016 15:58,297,818,2579
1/18/2016 16:38,635,5504,10794
1/17/2016 22:06,983,9729,28123
1/16/2016 16:57,520,1160,3946
1/16/2016 15:40,198,597,2439
1/15/2016 23:37,233,811,2654
1/15/2016 21:09,186,753,2046
1/15/2016 19:19,140,339,1206
1/15/2016 18:50,74,288,965
1/15/2016 18:22,372,1992,5248
1/15/2016 17:30,132,374,1245
1/15/2016 16:11,95,326,1151
1/14/2016 22:36,104,310,1213
1/14/2016 20:37,201,1000,2285
1/14/2016 17:31,250,1012,3017
1/14/2016 16:13,103,327,1109
1/14/2016 15:26,111,374,1156
1/13/2016 22:31,246,454,1609
1/13/2016 20:20,142,222,956
1/13/2016 19:28,154,337,1626
1/13/2016 18:35,276,2640,5804
1/13/2016 17:32,185,345,1528
1/13/2016 16:15,139,1003,1905
1/13/2016 3:13,460,936,3673
1/13/2016 3:12,399,7278,12075
1/13/2016 3:09,1012,20134,37617
1/13/2016 3:06,181,2726,5065
1/13/2016 3:04,227,4574,6934
1/13/2016 3:03,116,2564,4654
1/13/2016 3:03,111,1959,3839
1/13/2016 3:02,73,1447,3073
1/13/2016 3:01,135,3138,4851
1/13/2016 3:00,206,6231,8267
1/13/2016 2:54,126,444,1398
1/13/2016 2:50,28,155,573
1/13/2016 2:47,136,1517,3283
1/13/2016 2:46,160,2177,3991
1/13/2016 2:45,58,824,2171
1/13/2016 2:45,142,2325,4436
1/13/2016 2:44,44,740,2085
1/13/2016 2:44,42,593,1960
1/13/2016 2:43,43,913,2158
1/13/2016 2:43,20,487,869
1/13/2016 2:42,102,3475,5610
1/13/2016 2:41,157,1973,4552
1/13/2016 2:40,50,1353,2497
1/13/2016 2:39,60,1399,2718
1/13/2016 2:38,63,1064,2475
1/13/2016 2:37,60,937,2014
1/13/2016 2:36,176,5063,7676
1/13/2016 2:35,47,579,1578
1/13/2016 2:34,77,1231,2328
1/13/2016 2:34,50,699,1862
1/13/2016 2:33,86,1196,2613
1/13/2016 2:31,77,1208,2498
1/13/2016 2:30,60,1427,2480
1/13/2016 2:30,102,2818,4047
1/13/2016 2:28,89,2164,3663
1/13/2016 2:28,57,1333,2336
1/13/2016 2:27,211,4315,7206
1/13/2016 2:26,80,1673,2914
1/13/2016 2:25,46,623,1467
1/13/2016 2:24,35,467,1395
1/13/2016 2:23,72,1379,2232
1/13/2016 2:23,53,713,1473
1/13/2016 2:22,61,791,1662
1/13/2016 2:21,60,1660,2694
1/13/2016 2:20,22,672,1649
1/13/2016 2:19,38,535,1315
1/13/2016 2:16,97,1130,2290
1/13/2016 2:15,172,2434,4565
1/13/2016 2:14,55,891,2145
1/13/2016 2:13,70,905,2017
1/13/2016 2:06,82,928,1390
1/13/2016 1:04,136,1049,2500
1/13/2016 0:06,254,696,1921
1/12/2016 22:55,304,3955,5247
1/12/2016 21:14,240,806,2277
1/12/2016 19:27,221,834,2187
1/12/2016 17:42,845,10682,19530
1/12/2016 15:57,603,4397,9150
1/11/2016 22:58,377,989,3334
1/11/2016 20:34,323,1439,2998
1/11/2016 18:07,233,946,2707
1/11/2016 15:56,98,735,1666
1/11/2016 0:40,348,1089,3069
1/10/2016 22:38,206,748,2322
1/9/2016 22:34,330,753,2631
1/9/2016 19:15,253,577,1999
1/9/2016 18:02,185,399,1651
1/8/2016 23:13,346,952,2859
1/8/2016 22:29,239,727,1667
1/8/2016 21:23,181,433,1624
1/8/2016 19:29,273,1160,3417
1/8/2016 19:11,188,567,1895
1/8/2016 18:50,49,213,668
1/8/2016 17:32,202,583,1636
1/8/2016 16:20,144,883,1628
1/8/2016 14:42,360,1530,4241
1/8/2016 4:10,92,785,1129
1/8/2016 2:15,459,1694,4134
1/8/2016 2:08,295,2402,4473
1/7/2016 23:52,276,993,3012
1/7/2016 21:19,64,179,557
1/7/2016 20:06,358,893,2882
1/7/2016 18:16,364,2664,6467
1/7/2016 16:25,240,619,2230
1/6/2016 21:35,451,1365,3251
1/6/2016 20:00,425,1636,5294
1/6/2016 18:05,255,879,2550
1/6/2016 16:42,428,1001,2968
1/5/2016 23:40,195,984,2913
1/5/2016 22:45,814,4131,8577
1/5/2016 21:36,490,2652,4922
1/5/2016 21:23,86,952,2563
1/5/2016 21:05,83,683,2257
1/5/2016 20:52,196,849,3717
1/5/2016 20:34,305,2590,5559
1/5/2016 20:26,287,1181,4304
1/5/2016 18:33,908,3886,9583
1/5/2016 17:28,627,2840,5655
1/5/2016 17:22,302,2175,3674
1/5/2016 17:04,442,3017,4468
1/5/2016 16:43,231,821,1803
1/5/2016 15:55,264,591,1803
1/5/2016 0:42,934,2328,4142
1/4/2016 22:06,553,2954,8223
1/4/2016 19:02,371,905,2174
1/4/2016 17:26,239,394,1426
1/1/2016 23:37,1251,3623,7207
1/1/2016 18:09,807,3930,14250
1/1/2016 1:25,2020,30403,63906
1/1/2016 0:24,318,986,3964
12/31/2015 23:25,336,1052,3930
12/31/2015 22:25,141,556,1405
12/31/2015 20:25,408,876,3987
12/31/2015 19:24,223,285,1246
12/31/2015 18:15,150,362,1521
12/31/2015 16:54,249,907,3383
12/31/2015 15:57,179,1841,4286
12/30/2015 22:08,292,808,2371
12/30/2015 19:56,427,1526,6479
12/30/2015 18:22,146,505,1807
12/30/2015 16:40,208,465,2229
12/29/2015 21:43,349,2338,5567
12/29/2015 20:31,266,978,2631
12/29/2015 18:29,142,359,1401
12/29/2015 16:49,200,562,1759
12/28/2015 22:26,978,6499,13654
12/28/2015 20:07,300,637,3072
12/28/2015 17:59,71,208,714
12/28/2015 16:53,127,384,1510
12/26/2015 20:16,346,541,2018
12/26/2015 15:45,363,872,3203
12/25/2015 19:36,1173,2320,9491
12/25/2015 18:22,1184,6779,22867
12/24/2015 19:53,333,635,2965
12/24/2015 3:54,141,1320,2527
12/23/2015 19:46,186,827,1465
12/23/2015 18:47,280,487,1846
12/22/2015 21:18,227,437,1675
12/22/2015 18:29,296,598,1968
12/22/2015 16:21,221,480,2140
12/21/2015 21:39,312,985,2933
12/21/2015 20:35,106,289,887
12/21/2015 19:19,392,1058,5039
12/21/2015 18:04,110,345,1257
12/21/2015 17:09,212,905,1499
12/20/2015 20:24,306,663,2890
12/19/2015 23:35,295,470,1891
12/19/2015 18:54,374,747,2474
12/19/2015 16:43,176,469,1409
12/18/2015 22:49,337,627,2130
12/18/2015 21:05,152,525,1311
12/18/2015 19:07,136,290,917
12/18/2015 18:00,101,266,785
12/18/2015 17:55,263,2951,5798
12/18/2015 16:51,244,773,3292
12/18/2015 4:02,381,654,3311
12/17/2015 22:46,274,536,2237
12/17/2015 20:35,122,430,1371
12/17/2015 17:59,124,308,1138
12/17/2015 16:24,159,295,1135
12/17/2015 2:45,251,523,1389
12/16/2015 22:23,138,404,1352
12/16/2015 20:07,186,897,2330
12/16/2015 18:57,195,758,2156
12/16/2015 16:52,145,320,1213
12/15/2015 23:17,223,404,1186
12/15/2015 22:17,241,585,2002
12/15/2015 20:25,218,990,2507
12/15/2015 18:29,230,529,2054
12/15/2015 16:56,100,298,942
12/14/2015 21:00,490,1377,3637
12/14/2015 17:47,142,378,1058
12/14/2015 16:56,102,306,927
12/13/2015 22:02,353,1083,2722
12/12/2015 19:41,257,1425,2054
12/12/2015 18:29,2087,11802,21105
12/11/2015 22:18,347,588,1484
12/11/2015 19:52,167,406,1018
12/11/2015 18:24,123,411,1153
12/11/2015 16:11,159,470,1426
12/10/2015 22:55,230,470,1388
12/10/2015 21:09,190,433,1255
12/10/2015 19:18,198,778,1777
12/10/2015 18:48,323,4670,4850
12/10/2015 16:16,127,489,1237
12/9/2015 23:01,260,869,1453
12/9/2015 21:35,365,966,2812
12/9/2015 20:19,201,920,1952
12/9/2015 18:55,359,1715,2927
12/9/2015 17:03,131,382,1012
12/9/2015 16:06,102,377,1006
12/9/2015 0:06,384,1122,2652
12/8/2015 22:01,401,1381,3062
12/8/2015 20:46,212,673,1635
12/8/2015 18:31,207,909,2076
12/8/2015 17:00,253,679,1992
12/7/2015 23:51,444,707,1904
12/7/2015 18:36,791,2612,5043
12/7/2015 17:34,305,929,1444
12/7/2015 1:02,687,1236,2390
12/7/2015 0:00,223,584,1350
12/5/2015 20:39,1124,1978,4600
12/5/2015 19:33,325,610,1707
12/4/2015 22:00,611,1328,3502
12/4/2015 20:29,258,580,1721
12/4/2015 18:07,246,557,1733
12/4/2015 16:29,361,1264,2915
12/3/2015 19:04,626,796,1501
12/2/2015 19:25,586,857,1936
12/2/2015 16:36,380,1544,3565
12/1/2015 23:26,552,4538,8762
12/1/2015 21:46,149,640,1124
12/1/2015 18:57,390,707,1475
12/1/2015 17:40,244,777,1787
11/30/2015 23:13,335,997,2253
11/30/2015 21:26,222,678,1623
11/30/2015 20:08,227,786,1917
11/30/2015 18:19,128,509,1003
11/30/2015 15:52,127,646,1221
11/30/2015 1:00,265,1278,2634
11/28/2015 22:17,309,468,1431
11/27/2015 20:26,409,909,2528
11/27/2015 18:26,394,1286,3587
11/27/2015 16:22,291,665,2446
11/26/2015 17:49,764,3294,9821
11/26/2015 16:48,736,2925,7270
11/26/2015 2:06,378,1129,2415
11/25/2015 19:47,240,477,1462
11/25/2015 18:30,159,417,1191
11/25/2015 2:41,346,908,2106
11/24/2015 19:17,162,296,1057
11/24/2015 16:31,191,317,1074
11/23/2015 23:25,215,805,1775
11/23/2015 21:17,483,1746,3171
11/23/2015 19:04,240,782,1758
11/23/2015 17:41,114,288,1149
11/21/2015 18:51,518,1255,2495
11/21/2015 0:35,699,1660,4732
11/20/2015 22:16,433,2346,8225
11/20/2015 21:09,165,342,1088
11/20/2015 19:34,276,1186,1732
11/20/2015 17:57,307,986,2157
11/20/2015 16:34,251,838,2018
11/19/2015 22:47,649,2565,5800
11/19/2015 20:36,177,662,1625
11/19/2015 17:47,209,755,1952
11/19/2015 16:09,181,377,1223
11/19/2015 2:25,123,356,793
11/18/2015 23:56,336,684,1845
11/18/2015 20:59,128,263,890
11/18/2015 20:01,243,756,1689
11/18/2015 16:19,346,969,2296
11/17/2015 21:18,199,504,1281
11/17/2015 19:06,406,1317,3349
11/17/2015 16:30,207,666,1771
11/16/2015 23:25,414,457,1305
11/16/2015 20:36,266,519,1539
11/16/2015 18:04,66,269,507
11/14/2015 17:26,1346,22253,25857
11/13/2015 21:16,273,1259,1575
11/13/2015 19:14,796,1908,5388
11/13/2015 17:32,257,1003,1755
11/12/2015 22:45,341,570,1460
11/12/2015 20:46,109,763,1896
11/12/2015 18:49,157,477,1111
11/12/2015 16:38,138,355,1092
11/11/2015 18:26,449,2720,7038
11/11/2015 16:40,205,678,2234
11/10/2015 23:31,374,957,2080
11/10/2015 22:07,173,346,1089
11/10/2015 20:16,247,322,892
11/10/2015 0:23,121,421,892
11/9/2015 22:09,255,584,1980
11/9/2015 22:08,121,493,1581
11/9/2015 22:07,273,1013,3028
11/9/2015 22:06,247,922,2656
11/9/2015 22:05,111,375,1131
11/9/2015 22:04,55,322,895
11/9/2015 22:03,61,320,917
11/9/2015 22:02,85,451,1255
11/9/2015 22:01,71,335,971
11/9/2015 22:00,76,305,855
11/9/2015 21:59,64,287,782
11/9/2015 21:57,82,572,1190
11/9/2015 21:56,79,350,891
11/9/2015 21:54,56,204,728
11/9/2015 21:51,36,180,566
11/9/2015 21:40,130,454,1188
11/9/2015 19:49,39,140,307
11/7/2015 18:29,579,1125,2853
11/7/2015 16:58,172,318,1064
11/6/2015 22:20,401,1767,2601
11/6/2015 20:47,470,4508,4126
11/6/2015 17:53,293,1069,2405
11/6/2015 17:12,282,1954,3509
11/6/2015 17:09,130,602,1547
11/6/2015 17:08,178,940,2173
11/6/2015 17:07,69,444,1311
11/6/2015 17:05,65,527,1294
11/6/2015 17:04,86,735,1602
11/6/2015 17:02,165,867,1985
11/6/2015 16:59,371,2945,4617
11/6/2015 16:58,53,225,588
11/6/2015 15:52,225,1029,2092
11/5/2015 22:16,211,344,788
11/5/2015 20:53,151,362,1038
11/5/2015 19:36,147,324,956
11/5/2015 17:04,137,376,852
11/5/2015 14:47,153,497,890
11/4/2015 22:10,221,518,1450
11/4/2015 18:19,197,372,1172
11/4/2015 17:15,139,338,934
11/3/2015 22:38,252,428,1063
11/3/2015 20:20,48,270,702
11/3/2015 16:56,209,447,1234
11/2/2015 23:17,357,1389,2926
11/2/2015 21:16,145,411,893
11/2/2015 20:30,148,376,821
11/2/2015 18:42,90,347,871
11/2/2015 16:48,229,586,1464
11/1/2015 21:56,255,464,994
11/1/2015 21:04,140,402,873
11/1/2015 20:04,205,494,1293
11/1/2015 18:44,124,366,806
11/1/2015 17:19,121,485,1063
10/31/2015 23:01,528,3423,8487
10/31/2015 21:56,173,515,1225
10/31/2015 18:27,742,1063,1807
10/31/2015 16:45,190,438,1057
10/30/2015 22:42,153,465,952
10/30/2015 21:23,247,961,2892
10/30/2015 19:40,53,230,704
10/30/2015 17:37,236,860,2401
10/30/2015 16:26,259,901,2973
10/29/2015 21:45,250,812,1397
10/29/2015 19:49,148,298,722
10/29/2015 17:31,217,853,1736
10/29/2015 15:36,328,1487,3458
10/28/2015 22:40,119,310,566
10/28/2015 22:00,290,897,1827
10/28/2015 19:03,121,423,911
10/28/2015 17:33,217,684,1379
10/28/2015 15:44,248,604,1298
10/28/2015 0:35,505,1618,2853
10/27/2015 23:30,155,1254,1194
10/27/2015 19:16,147,312,741
10/27/2015 18:06,84,285,688
10/27/2015 16:04,131,7383,10126
10/27/2015 15:27,86,317,951
10/26/2015 20:45,112,322,602
10/26/2015 16:27,223,593,1415
10/24/2015 17:58,596,884,2236
10/23/2015 15:30,366,1272,2402
10/22/2015 18:34,313,494,1151
10/22/2015 16:14,112,361,1042
10/21/2015 18:45,256,443,1208
10/21/2015 17:44,111,350,874
10/20/2015 22:43,231,1245,2317
10/20/2015 21:20,310,920,1823
10/20/2015 19:04,256,1570,2044
10/20/2015 17:11,84,443,589
10/20/2015 14:58,100,372,857
10/19/2015 21:32,206,1364,2258
10/19/2015 19:17,194,370,924
10/19/2015 17:37,97,231,763
10/19/2015 16:36,104,589,782
10/17/2015 18:01,1136,2646,3357
10/17/2015 17:20,276,624,1458
10/16/2015 21:22,607,6431,5283
10/16/2015 20:03,141,459,940
10/16/2015 18:02,258,992,1811
10/16/2015 15:35,363,1128,2184
10/15/2015 22:28,251,1296,1444
10/15/2015 20:46,126,365,961
10/15/2015 20:10,118,353,1014
10/15/2015 19:09,152,449,841
10/15/2015 17:24,183,751,1395
10/14/2015 22:41,448,1863,5058
10/14/2015 20:17,128,359,901
10/14/2015 18:23,241,2693,2101
10/14/2015 16:59,153,673,1272
10/14/2015 15:19,111,198,551
10/13/2015 21:49,210,306,819
10/13/2015 20:18,126,419,985
10/13/2015 17:30,281,719,1694
10/13/2015 15:10,269,832,1556
10/10/2015 18:30,632,571,1405
10/10/2015 15:46,212,411,1102
10/9/2015 17:01,368,1521,2463
10/8/2015 22:22,534,1335,2315
10/8/2015 19:06,193,429,1102
10/8/2015 16:16,1128,11601,7793
10/8/2015 14:22,332,1302,2402
10/7/2015 21:43,505,1641,2945
10/7/2015 20:28,204,465,893
10/7/2015 18:54,528,1619,2844
10/7/2015 17:56,921,1519,2122
10/7/2015 16:47,120,267,742
10/7/2015 16:00,73,225,623
10/6/2015 20:23,188,456,807
10/6/2015 18:42,222,382,1090
10/6/2015 17:25,228,464,1184
10/6/2015 15:47,186,455,1124
10/5/2015 21:41,661,2575,4693
10/5/2015 20:19,242,348,934
10/5/2015 17:43,147,553,889
10/5/2015 15:54,251,538,1432
10/3/2015 20:01,3327,60865,108377
10/3/2015 18:29,378,1043,2707
10/3/2015 16:59,150,417,1209
10/2/2015 20:14,368,612,1673
10/2/2015 17:26,870,2171,2604
10/2/2015 15:58,897,9825,15307
10/2/2015 13:37,807,4093,4046
10/1/2015 22:04,472,708,901
10/1/2015 17:40,293,1663,1801
10/1/2015 15:24,424,851,2156
10/1/2015 0:47,409,489,1635
9/30/2015 23:26,185,595,1900
9/30/2015 22:26,269,515,1625
9/30/2015 21:19,216,316,1001
9/30/2015 19:45,178,668,2085
9/30/2015 18:40,162,360,1170
9/30/2015 17:21,217,787,2606
9/30/2015 16:18,255,447,1446
9/30/2015 15:07,181,300,931
9/29/2015 22:00,341,728,2289
9/29/2015 18:37,390,1607,4674
9/29/2015 17:33,316,711,2607
9/29/2015 15:13,197,944,2091
9/28/2015 21:03,218,322,894
9/28/2015 19:13,145,455,1154
9/28/2015 16:47,245,367,1227
9/28/2015 14:18,190,576,1098
9/27/2015 16:45,445,560,1814
9/26/2015 18:46,345,1079,2924
9/26/2015 15:09,357,1155,2863
9/25/2015 22:15,300,648,1909
9/25/2015 20:17,197,438,1382
9/25/2015 17:33,232,754,2240
9/25/2015 15:39,256,999,1862
9/24/2015 22:02,427,580,1748
9/24/2015 20:42,198,513,1724
9/24/2015 19:30,420,2548,3971
9/24/2015 16:45,151,398,1082
9/24/2015 15:19,141,452,1189
9/23/2015 22:08,281,697,1616
9/23/2015 19:56,344,2222,3244
9/23/2015 17:46,330,689,1927
9/23/2015 16:41,171,871,2701
9/23/2015 15:24,205,3104,3878
9/23/2015 13:21,156,571,1281
9/22/2015 21:25,299,542,1742
9/22/2015 20:03,123,545,1122
9/22/2015 17:08,262,1442,2557
9/22/2015 16:05,281,839,1713
9/21/2015 22:48,611,1957,6033
9/21/2015 20:50,122,279,821
9/21/2015 17:49,301,1543,1910
9/21/2015 16:37,203,814,1742
9/19/2015 18:12,613,1073,2701
9/19/2015 17:03,240,784,1976
9/18/2015 21:37,214,495,1132
9/18/2015 20:49,287,1932,3570
9/18/2015 19:06,289,2407,2306
9/18/2015 17:19,184,583,1416
9/18/2015 16:00,159,436,1110
9/17/2015 20:47,386,1037,2559
9/17/2015 18:44,198,930,1599
9/17/2015 17:15,123,587,1289
9/17/2015 15:05,404,1856,3763
9/16/2015 22:17,378,707,2078
9/16/2015 20:09,15684,395897,430629
9/16/2015 17:12,376,1876,3430
9/16/2015 15:23,92,293,788
9/15/2015 20:59,265,1771,3352
9/15/2015 18:53,167,646,979
9/15/2015 15:50,263,765,1469
9/14/2015 23:53,61,360,639
9/14/2015 21:06,109,424,940
9/14/2015 20:11,69,323,780
9/14/2015 19:21,207,1050,2399
9/12/2015 18:11,481,1185,2926
9/12/2015 16:53,161,557,1451
9/11/2015 20:12,283,879,1460
9/11/2015 16:26,715,6714,10599
9/10/2015 22:09,601,1050,2072
9/10/2015 19:30,436,4579,3739
9/10/2015 17:12,438,3931,6459
9/10/2015 15:59,193,672,1711
9/9/2015 21:06,409,1290,2955
9/9/2015 19:50,79,379,813
9/9/2015 18:49,85,347,787
9/9/2015 18:34,212,1168,1936
9/9/2015 17:29,116,785,1481
9/9/2015 16:09,153,344,908
9/8/2015 21:17,233,602,1522
9/8/2015 19:15,275,1373,1442
9/8/2015 17:37,181,492,984
9/8/2015 16:30,418,1067,1982
9/7/2015 17:50,449,1706,4281
9/7/2015 16:22,196,1021,2567
9/7/2015 15:21,112,392,1055
9/7/2015 14:48,164,678,1210
9/5/2015 16:58,481,725,1918
9/5/2015 15:43,227,547,1639
9/4/2015 21:03,1273,6444,14912
9/4/2015 20:03,127,531,1500
9/4/2015 18:00,117,355,892
9/4/2015 17:00,248,653,1668
9/4/2015 15:51,189,903,1366
9/4/2015 14:24,305,1354,2826
9/3/2015 21:41,391,589,1384
9/3/2015 19:46,365,2528,5367
9/3/2015 17:42,202,534,1264
9/3/2015 15:36,170,413,982
9/2/2015 21:13,299,494,1271
9/2/2015 18:57,580,2717,3826
9/2/2015 17:36,241,790,1767
9/2/2015 15:42,288,1139,1950
9/1/2015 19:52,432,1715,2323
9/1/2015 16:32,361,1280,2908
9/1/2015 15:18,190,596,1469
8/31/2015 21:21,692,2743,6394
8/31/2015 19:37,200,566,1067
8/31/2015 18:01,240,804,1723
8/31/2015 16:27,107,305,871
8/29/2015 16:34,1133,2271,5388
8/29/2015 15:12,229,526,1549
8/28/2015 20:55,291,420,977
8/28/2015 18:59,145,391,1053
8/28/2015 16:46,214,1157,2184
8/28/2015 15:36,185,722,1559
8/27/2015 21:02,165,541,1150
8/27/2015 19:58,91,341,815
8/27/2015 18:11,318,991,2124
8/27/2015 17:07,144,770,1058
8/27/2015 16:10,81,238,747
